Q0_1,Q0_2,Q0_3,Q0_4,Q0_5,Q0_6,DQ0_1,DQ0_2,DQ0_3,DQ0_4,DQ0_5,DQ0_6,Label
3.6491673450534385,6.201462960661464,-0.4445711589273751,-0.6381862460147607,-4.907713322291519,-2.995124109362144,-2.9672141550211313,2.702334353014878,-2.187965809428211,-1.734846055893131,1.6636593038943959,-0.6660594107538222,0
-3.4468733622173784,-6.072724054499018,0.5900474236334841,1.9967383712098066,-3.452729482889459,-3.9182909083839803,-2.450899704483299,-2.3283466483588326,-1.1012853824468367,0.311266565626263,-1.0195374210189927,-0.7517829881138618,1
3.1193420875557045,-0.2632422061783828,-0.3225349601254335,-6.026952052555079,-5.67228244568215,-3.7491179305921256,1.7244758879373108,2.785652742151893,-0.21625736052157807,-1.5614820900681181,-3.1488593236200124,2.5628386360891264,0
4.162610623986,-5.929398232665203,1.8719060312620828,-2.7900448254942076,0.5245247345946451,0.37428484682551755,1.0062406023298167,1.052806241784363,-0.6699378688261217,-0.40490078205626645,-0.6855636301856811,-1.330879707773955,1
-5.091984781297333,4.463155199377967,-2.954864712956322,-5.338313540787263,4.195260604326094,-3.964938021429464,1.192235476107594,-2.156523872034524,-1.0804373227328936,0.3385093018220502,2.837813870100475,2.0228906633611627,1
3.0942980826578435,-2.657197045195762,0.28738009308714263,0.6711569402067026,3.933661310527773,4.295312721542594,-0.6188949359312432,0.928227855480722,-0.8521081673745616,2.3491946183751136,3.010631533271649,0.7343088285745218,1
2.9571012114583617,5.685074467440851,-2.655565945973477,0.9724868971546163,-0.12613708004687751,-2.478550750618642,-2.768451563035363,-0.0063759289848048795,-0.1670586796610536,1.6938664541473836,2.096661788808545,-0.14840850461927246,1
-1.3350434172478538,1.622422379134771,2.477980300307733,2.587474755665136,-0.3877730009212854,-3.006357380352456,0.5929243650838267,1.834380251475586,-1.255393265093338,-1.9282077401910684,1.45644149856445,-1.744342215978601,1
0.5747156923048697,2.2507259209816493,-0.12886294856356617,4.8665283789306475,5.341259745302398,0.8551347727039245,0.3231630410814126,2.289500212633335,0.7921333351211057,0.2612426681047304,2.9001892915035397,1.091690208025243,1
2.622833181393043,0.6604894675008657,1.083456597949115,-1.0723519593835444,1.9517947161167193,5.537197133285446,1.729840141303065,-1.09487191847448,2.4130476328155512,2.102352595198573,0.16943990366771322,-0.27637313156020005,1
-3.6601581038970283,2.2510071237765192,0.41639736768353064,-4.789528703974595,3.9961232071546604,-4.911938609747685,-0.05499196765855663,0.1693236340787294,-2.9589877452498525,-3.118460314472377,2.4081450477220807,1.3343589042574262,1
-2.0035757683859776,0.2726862949915647,1.1163641785197047,-2.114808023670271,4.198803608151726,-0.39271378130926493,-3.1147756467502314,0.26412613189421297,2.584663289329997,0.5283650318915201,0.6090367956188167,-1.0477705637556491,1
-1.670670845947953,4.1200898034983915,2.3817505065560063,0.7095437655401033,2.9022442588120576,-3.6595255383977316,-2.6260483678172504,-1.8034741578404856,3.0892822708694783,-0.15211628753270556,-2.9950528629662987,1.7556944795039158,1
-4.868050738775216,4.748628740296672,0.40174386746082424,-5.828780060626387,-0.8592267530038438,0.6033955323308842,-2.583473868289856,-0.7986453686972914,-2.9494680446728245,-0.1411916885617308,-0.26606463682324977,-2.8361858624591694,1
3.6805286733338907,-5.471558353963587,1.1572056181233377,-0.043580865461329665,4.447979474059057,3.3243564490802147,0.21708592400084514,-2.4516667485548647,2.6448880259982714,2.5422000664196123,2.57872418234919,2.9428905042705367,1
-4.044210434102837,-4.213257189803397,0.09049248377838115,1.160020205918605,3.758228542767455,0.18552598008601073,-1.3498041525366296,1.630568235808155,-2.2972799655596283,2.5374375852790285,1.3814557896503308,1.0932386270004066,1
-1.7915793435535132,-4.5303819742057065,-1.3683121677094883,5.844246675493878,4.120373782701899,6.248471733266225,-1.8074428560912719,2.7425193981644056,2.0870478215608244,3.1099588241534013,0.7184291347233751,-2.478547836448028,1
3.7288326410071715,-2.904329184833721,-2.6123403387938877,-2.627363862475001,-3.591623942959308,-0.6100724577561127,-1.4845421270762336,2.7441592049722474,-1.7205749416007754,0.4207572971810096,-1.459277314972386,-0.08750406895263518,1
-2.285226799291784,-4.515658310599323,-0.11234476934352866,2.282827213479546,-5.843338317996215,-2.30950784766619,2.6207759534029775,-2.890304916910605,1.5318630925788823,-0.09012709223549598,1.2693313011849998,2.444874347417847,1
-5.593662914418238,-3.9804635288307355,-3.139568287139841,1.4993434419465173,-1.518170846569837,6.281369191854184,0.49745040155064535,1.1323203668714252,3.1316071373421246,0.7172876539105011,0.8088102661794263,2.0232114586098,0
-6.147290692003462,-0.8284203657505893,-1.5362293363757864,-4.411881244266196,2.791655577817199,-2.8544398093452408,-1.1619307128723273,-1.100710687375261,-0.5428938044686609,-0.11741053797927581,2.9518125554776367,2.6295516530325562,1
1.217846965991523,-4.937498220332964,-1.2582286086740904,4.65677578238585,-0.1843930753749783,-0.2692856748652268,-1.7429312672560264,-3.0112003662029743,-0.6897667087909567,1.2825853164127654,-1.1752096083127945,1.6781661229172853,1
1.9722157376074474,-2.0037140939744873,1.3941828720063265,2.4298648244488703,-2.2797434230873783,0.6576255533456052,0.8274659341450152,-0.9652084667420455,2.846585925565035,-2.5255739572871607,0.41329828968354665,1.4588308880676006,1
-1.9168438778711776,-4.570835696367028,-0.5900574796523368,1.9947940151327277,-4.892444484702663,4.401434450249383,0.59339991917909,-1.0210668736323614,-0.9717155164248448,3.1016694196593786,2.0349668747127287,2.4204621665066526,1
-3.1999371966178844,3.4297271151986504,2.962816320015958,-6.241385056613427,1.5218197416830073,1.876029794046076,-2.617668327302412,0.35450496540760357,0.5907162314632557,-0.1757478965805559,1.9311524672639049,-1.7229578208541867,1
