Q0_1,Q0_2,Q0_3,Q0_4,Q0_5,Q0_6,DQ0_1,DQ0_2,DQ0_3,DQ0_4,DQ0_5,DQ0_6,Label
-3.5392694013596215,1.1072782213344663,2.0702041255791777,-2.315057710319828,-0.5800246249644463,-2.718944911948127,1.7015197905201371,-2.8073273591870676,-0.8101043596429776,2.9574637437762687,-2.808061896758936,-1.4337401582553717,0.0
0.9213483700750036,1.0254211180184356,-1.1804740681898418,-1.924639742432583,4.864613303948525,6.098173388421218,-2.4477050664540863,1.8744265596183287,0.08536819872941948,-0.11117336997487914,-0.8769436084082329,1.1664869449776933,0.0
-3.856649861181254,2.857857285353667,0.6874430335244259,0.1975403669638025,-5.564321488771379,2.203186644390076,-2.176047224763499,-1.1715392442074073,2.8475925568322897,0.6172436864902693,0.25216228807869134,-3.1774778646498443,0.0
-1.7282639724031545,3.961451265228577,0.7741929273863826,5.608913252627735,-1.4231281648999063,-1.7641479683883823,0.4431476795134639,-2.885113860761658,2.1369625493460647,-1.131786688601721,2.892407903649821,0.5860084598841659,0.0
-4.926229760102804,-3.529303261352268,1.2947007216422746,-3.079214004515296,-1.4659484918046486,3.074887538300395,1.9633017957080452,2.2372484132199024,-1.970987094616983,1.5066412664712967,0.3177448196413386,-1.0219481184292278,0.0
-1.5936602561363005,-4.431806204524118,-3.011600888896209,0.3671904805358883,1.1345426648216899,1.8101978510336423,0.11932190371038542,0.678219677085345,-1.1040645634116202,2.2801769004269588,-1.9172024850408242,3.042849982851041,1.0
6.252516942036031,3.311240928684832,0.4287031991996457,-4.866056932921448,-1.8166005207458271,4.8696587858552665,-0.5604493680832188,1.8082477998244433,2.1183660198136036,-1.2827800381823247,2.4013289365994304,3.008512307416048,0.0
-3.281306375876823,-0.3103437037677317,1.638089083122642,-0.3793351156559579,-2.9452959499285596,-5.511891913289031,1.2519303566980189,-3.002142291990428,-2.7048538567938176,0.3455515374335527,-3.0429704815786573,0.6923161020606683,0.0
-5.528385845255752,-5.213068295627094,-0.1612161089727171,-4.953785998624318,-3.037841268565499,-3.4725168926638728,-0.07882360483091366,-1.3497248770006476,2.766879325140953,-0.18152261774334866,-0.3329749446403385,-2.6140212648834296,1.0
-5.558448517724038,-3.7186970210518147,-1.3520804292686017,-4.247757203272844,0.7383641574140762,4.612089002311103,0.7544965132986055,1.2052745562844938,-1.1015939899747584,-2.1562370587344226,-0.40137882635322475,-0.36186404864028976,1.0
